Date,Open,High,Low,Close,Adj Close,Volume
6/15/1981,0.145089,0.145089,0.144531,0.144531,0.112973,143763200
6/16/1981,0.142299,0.142299,0.141741,0.141741,0.110792,37251200
6/17/1981,0.140067,0.140067,0.139509,0.139509,0.109047,27574400
6/18/1981,0.139509,0.140067,0.138951,0.138951,0.108611,23049600
6/19/1981,0.135603,0.135603,0.135045,0.135045,0.105558,27507200
6/22/1981,0.13058,0.13058,0.130022,0.130022,0.101632,10841600
6/23/1981,0.132254,0.133371,0.132254,0.132254,0.103376,15030400
6/24/1981,0.130022,0.130022,0.128906,0.128906,0.100759,23027200
6/25/1981,0.131696,0.132254,0.131696,0.131696,0.10294,24259200
6/26/1981,0.131138,0.131138,0.130022,0.130022,0.101632,23788800
6/29/1981,0.126674,0.126674,0.125558,0.125558,0.098142,10595200
6/30/1981,0.116629,0.116629,0.116071,0.116071,0.090727,35907200
7/1/1981,0.115513,0.115513,0.114955,0.114955,0.089854,170464000
7/2/1981,0.114955,0.115513,0.114955,0.114955,0.089854,30284800
7/6/1981,0.112165,0.112165,0.111049,0.111049,0.086801,16531200
7/7/1981,0.112165,0.113281,0.112165,0.112165,0.087674,15836800
7/8/1981,0.116629,0.117188,0.116629,0.116629,0.091163,16620800
7/9/1981,0.108259,0.108259,0.107701,0.107701,0.084184,32883200
7/10/1981,0.099888,0.099888,0.09933,0.09933,0.077641,55171200
7/13/1981,0.101563,0.102121,0.101563,0.101563,0.079387,45740800
7/14/1981,0.106027,0.107143,0.106027,0.106027,0.082876,19779200
7/15/1981,0.108817,0.109375,0.108817,0.108817,0.085057,10953600
7/16/1981,0.111607,0.112723,0.111607,0.111607,0.087238,15232000
7/17/1981,0.115513,0.116071,0.115513,0.115513,0.090291,19824000
7/20/1981,0.108259,0.108259,0.107701,0.107701,0.084184,23654400
7/21/1981,0.107701,0.107701,0.107143,0.107143,0.083748,31942400
7/22/1981,0.102121,0.102121,0.101004,0.101004,0.07895,22668800
7/23/1981,0.103795,0.104353,0.103795,0.103795,0.081131,34451200
7/24/1981,0.107143,0.107701,0.107143,0.107143,0.083748,28851200
7/27/1981,0.111607,0.112165,0.111607,0.111607,0.087238,17337600
7/28/1981,0.108259,0.108259,0.107701,0.107701,0.084184,22848000
7/29/1981,0.106585,0.106585,0.106027,0.106027,0.082876,15500800
7/30/1981,0.109933,0.111049,0.109933,0.109933,0.085929,9900800
7/31/1981,0.111607,0.112165,0.111607,0.111607,0.087238,10953600
8/3/1981,0.111607,0.111607,0.110491,0.110491,0.086365,12432000
8/4/1981,0.112165,0.112723,0.112165,0.112165,0.087674,31673600
8/5/1981,0.115513,0.116071,0.115513,0.115513,0.090291,17494400
8/6/1981,0.113281,0.113281,0.112723,0.112723,0.08811,10528000
8/7/1981,0.112723,0.113281,0.112723,0.112723,0.08811,9206400
8/10/1981,0.112723,0.112723,0.112723,0.112723,0.08811,0
8/11/1981,0.110491,0.110491,0.109375,0.109375,0.085493,71456000
8/12/1981,0.107701,0.107701,0.107143,0.107143,0.083748,26275200
8/13/1981,0.104353,0.104353,0.103795,0.103795,0.081131,27484800
8/14/1981,0.103237,0.103237,0.102121,0.102121,0.079823,24192000
8/17/1981,0.099888,0.099888,0.098772,0.098772,0.077205,18905600
8/18/1981,0.097656,0.097656,0.09654,0.09654,0.07546,17001600
8/19/1981,0.09654,0.09654,0.095424,0.095424,0.074588,20675200
8/20/1981,0.09654,0.097098,0.09654,0.09654,0.07546,17113600
8/21/1981,0.09096,0.09096,0.089844,0.089844,0.070226,41910400
8/24/1981,0.084821,0.084821,0.084263,0.084263,0.065864,23072000
8/25/1981,0.086496,0.087054,0.086496,0.086496,0.06761,40700800
8/26/1981,0.085379,0.085379,0.084821,0.084821,0.0663,33600000
8/27/1981,0.085379,0.085938,0.085379,0.085379,0.066736,25916800
8/28/1981,0.089844,0.090402,0.089844,0.089844,0.070226,38035200
8/31/1981,0.089844,0.090402,0.089844,0.089844,0.070226,40947200
9/1/1981,0.095424,0.095982,0.095424,0.095424,0.074588,37027200
9/2/1981,0.097098,0.097656,0.097098,0.097098,0.075897,19376000
9/3/1981,0.093192,0.093192,0.092076,0.092076,0.071971,37475200
9/4/1981,0.091518,0.091518,0.09096,0.09096,0.071099,15254400
9/8/1981,0.088728,0.088728,0.08817,0.08817,0.068918,25446400
9/9/1981,0.08817,0.088728,0.08817,0.08817,0.068918,30531200
9/10/1981,0.088728,0.089286,0.088728,0.088728,0.069354,34809600
9/11/1981,0.08817,0.08817,0.087612,0.087612,0.068482,17539200
9/14/1981,0.085379,0.085379,0.084821,0.084821,0.0663,27686400
9/15/1981,0.083147,0.083147,0.082589,0.082589,0.064556,19510400
9/16/1981,0.081473,0.081473,0.080915,0.080915,0.063247,19353600
9/17/1981,0.079241,0.079241,0.078683,0.078683,0.061503,19376000
9/18/1981,0.079241,0.079799,0.079241,0.079241,0.061939,26320000
9/21/1981,0.079799,0.080357,0.079799,0.079799,0.062375,49033600
9/22/1981,0.075893,0.075893,0.075335,0.075335,0.058886,47420800
9/23/1981,0.074777,0.074777,0.073661,0.073661,0.057577,28201600
9/24/1981,0.073661,0.073661,0.073103,0.073103,0.057141,18300800
9/25/1981,0.064732,0.064732,0.063616,0.063616,0.049725,34608000
9/28/1981,0.064174,0.064732,0.064174,0.064174,0.050162,91728000
9/29/1981,0.067522,0.06808,0.067522,0.067522,0.052778,94684800
9/30/1981,0.06808,0.068638,0.06808,0.06808,0.053215,49996800
10/1/1981,0.06808,0.068638,0.06808,0.06808,0.053215,61129600
10/2/1981,0.073661,0.074219,0.073661,0.073661,0.057577,45046400
10/5/1981,0.075893,0.077009,0.075893,0.075893,0.059322,43097600
10/6/1981,0.075893,0.075893,0.075335,0.075335,0.058886,28358400
10/7/1981,0.079799,0.080915,0.079799,0.079799,0.062375,38841600
10/8/1981,0.082589,0.083147,0.082589,0.082589,0.064556,31091200
10/9/1981,0.083147,0.084263,0.083147,0.083147,0.064992,54521600
10/12/1981,0.085938,0.086496,0.085938,0.085938,0.067173,27350400
10/13/1981,0.085938,0.087054,0.085938,0.085938,0.067173,44195200
10/14/1981,0.081473,0.081473,0.080915,0.080915,0.063247,30979200
10/15/1981,0.082589,0.083147,0.082589,0.082589,0.064556,29433600
10/16/1981,0.082031,0.082031,0.081473,0.081473,0.063683,36467200
10/19/1981,0.083147,0.083705,0.083147,0.083147,0.064992,20585600
10/20/1981,0.087612,0.08817,0.087612,0.087612,0.068482,35728000
10/21/1981,0.087612,0.08817,0.087612,0.087612,0.068482,76899200
10/22/1981,0.087612,0.087612,0.087054,0.087054,0.068046,32278400
10/23/1981,0.085379,0.085379,0.084821,0.084821,0.0663,27910400
10/26/1981,0.084821,0.085379,0.084821,0.084821,0.0663,27283200
10/27/1981,0.086496,0.087612,0.086496,0.086496,0.06761,85590400
10/28/1981,0.089286,0.089844,0.089286,0.089286,0.06979,44172800
10/29/1981,0.088728,0.088728,0.08817,0.08817,0.068918,30486400
10/30/1981,0.089286,0.089844,0.089286,0.089286,0.06979,52729600
11/2/1981,0.089286,0.089844,0.089286,0.089286,0.06979,36915200
11/3/1981,0.088728,0.088728,0.08817,0.08817,0.068918,28380800
11/4/1981,0.086496,0.086496,0.085938,0.085938,0.067173,23811200
11/5/1981,0.080357,0.080357,0.079799,0.079799,0.062375,23363200
11/6/1981,0.080357,0.080915,0.080357,0.080357,0.062811,24595200
11/9/1981,0.081473,0.082031,0.081473,0.081473,0.063683,20384000
11/10/1981,0.082031,0.082589,0.082031,0.082031,0.064119,16755200
11/11/1981,0.084263,0.084821,0.084263,0.084263,0.065864,27440000
11/12/1981,0.087054,0.087612,0.087054,0.087054,0.068046,39916800
11/13/1981,0.081473,0.081473,0.080915,0.080915,0.063247,21011200
11/16/1981,0.080357,0.080357,0.079799,0.079799,0.062375,22556800
11/17/1981,0.081473,0.082031,0.081473,0.081473,0.063683,35414400
11/18/1981,0.084263,0.084821,0.084263,0.084263,0.065864,29142400
11/19/1981,0.084263,0.084821,0.084263,0.084263,0.065864,40006400
11/20/1981,0.084821,0.085379,0.084821,0.084821,0.0663,38102400
11/23/1981,0.082031,0.082031,0.080915,0.080915,0.063247,22960000
11/24/1981,0.080915,0.080915,0.080357,0.080357,0.062811,22153600
11/25/1981,0.082031,0.082589,0.082031,0.082031,0.064119,52550400
11/27/1981,0.084263,0.084821,0.084263,0.084263,0.065864,37251200
11/30/1981,0.083705,0.083705,0.083147,0.083147,0.064992,23968000
12/1/1981,0.083147,0.083705,0.083147,0.083147,0.064992,23385600
12/2/1981,0.083705,0.084263,0.083705,0.083705,0.065428,37564800
12/3/1981,0.083147,0.083147,0.082589,0.082589,0.064556,20428800
12/4/1981,0.084821,0.085379,0.084821,0.084821,0.0663,137155200
12/7/1981,0.085379,0.085938,0.085379,0.085379,0.066736,59292800
12/8/1981,0.084821,0.084821,0.083705,0.083705,0.065428,50624000
12/9/1981,0.084263,0.084821,0.084263,0.084263,0.065864,34272000
12/10/1981,0.084263,0.084821,0.084263,0.084263,0.065864,37408000
12/11/1981,0.084263,0.084821,0.083705,0.083705,0.065428,76092800
12/14/1981,0.082031,0.082031,0.080915,0.080915,0.063247,25244800
12/15/1981,0.083147,0.083705,0.083147,0.083147,0.064992,31315200
12/16/1981,0.087054,0.087612,0.087054,0.087054,0.068046,65452800
12/17/1981,0.094308,0.094866,0.094308,0.094308,0.073716,51452800
12/18/1981,0.102121,0.102679,0.102121,0.102121,0.079823,71724800
12/21/1981,0.098214,0.098214,0.097656,0.097656,0.076333,56403200
12/22/1981,0.09933,0.099888,0.09933,0.09933,0.077641,53827200
12/23/1981,0.097656,0.097656,0.097098,0.097098,0.075897,28896000
12/24/1981,0.097656,0.098214,0.097656,0.097656,0.076333,28918400
12/28/1981,0.094308,0.094308,0.093192,0.093192,0.072843,36579200
12/29/1981,0.094866,0.095982,0.094866,0.094866,0.074152,24236800
12/30/1981,0.098772,0.09933,0.098772,0.098772,0.077205,32188800
12/31/1981,0.098772,0.09933,0.098772,0.098772,0.077205,54656000
1/4/1982,0.098772,0.098772,0.098214,0.098214,0.076769,71254400
1/5/1982,0.094308,0.094308,0.093192,0.093192,0.072843,35840000
1/6/1982,0.092634,0.092634,0.092076,0.092076,0.071971,66080000
1/7/1982,0.085938,0.085938,0.084821,0.084821,0.0663,70044800
1/8/1982,0.088728,0.089286,0.088728,0.088728,0.069354,56604800
1/11/1982,0.083705,0.083705,0.083147,0.083147,0.064992,33331200
1/12/1982,0.080915,0.080915,0.080357,0.080357,0.062811,59920000
1/13/1982,0.080357,0.080357,0.079799,0.079799,0.062375,41753600
1/14/1982,0.083705,0.084263,0.083705,0.083705,0.065428,25715200
1/15/1982,0.089286,0.090402,0.089286,0.089286,0.06979,46704000
1/18/1982,0.09096,0.092076,0.09096,0.09096,0.071099,28000000
1/19/1982,0.089844,0.089844,0.088728,0.088728,0.069354,55507200
1/20/1982,0.090402,0.09096,0.090402,0.090402,0.070663,25827200
1/21/1982,0.092076,0.092634,0.092076,0.092076,0.071971,33331200
1/22/1982,0.092634,0.093192,0.092634,0.092634,0.072407,24259200
1/25/1982,0.090402,0.090402,0.089844,0.089844,0.070226,44710400
1/26/1982,0.087612,0.087612,0.086496,0.086496,0.06761,21212800
1/27/1982,0.087054,0.08817,0.087054,0.087054,0.068046,31360000
1/28/1982,0.089844,0.090402,0.089844,0.089844,0.070226,39603200
1/29/1982,0.09096,0.091518,0.09096,0.09096,0.071099,53155200
2/1/1982,0.09096,0.09096,0.089844,0.089844,0.070226,38528000
2/2/1982,0.090402,0.091518,0.090402,0.090402,0.070663,54275200
2/3/1982,0.090402,0.09096,0.090402,0.090402,0.070663,31472000
2/4/1982,0.088728,0.088728,0.08817,0.08817,0.068918,22041600
2/5/1982,0.08817,0.088728,0.08817,0.08817,0.068918,40297600
2/8/1982,0.083147,0.083147,0.082589,0.082589,0.064556,31696000
2/9/1982,0.082589,0.083147,0.082589,0.082589,0.064556,57904000
2/10/1982,0.083705,0.084263,0.083705,0.083705,0.065428,38796800
2/11/1982,0.083147,0.083147,0.082589,0.082589,0.064556,24528000
2/12/1982,0.083705,0.084263,0.083705,0.083705,0.065428,19644800
2/16/1982,0.082589,0.082589,0.082031,0.082031,0.064119,34316800
2/17/1982,0.083147,0.083705,0.083147,0.083147,0.064992,25580800
2/18/1982,0.084263,0.084821,0.084263,0.084263,0.065864,28380800
2/19/1982,0.084263,0.084263,0.083705,0.083705,0.065428,13596800
2/22/1982,0.083147,0.083147,0.082589,0.082589,0.064556,26633600
2/23/1982,0.082031,0.082031,0.081473,0.081473,0.063683,34540800
2/24/1982,0.082031,0.082589,0.082031,0.082031,0.064119,37945600
2/25/1982,0.082031,0.082031,0.081473,0.081473,0.063683,30800000
2/26/1982,0.081473,0.082031,0.081473,0.081473,0.063683,17427200
3/1/1982,0.082031,0.082589,0.082031,0.082031,0.064119,35302400
3/2/1982,0.082031,0.082589,0.082031,0.082031,0.064119,34809600
3/3/1982,0.082031,0.082589,0.082031,0.082031,0.064119,23654400
3/4/1982,0.080915,0.080915,0.080357,0.080357,0.062811,38371200
3/5/1982,0.074777,0.074777,0.074219,0.074219,0.058013,45315200
3/8/1982,0.073661,0.073661,0.073103,0.073103,0.057141,35145600
3/9/1982,0.073661,0.074219,0.073661,0.073661,0.057577,52505600
3/10/1982,0.073103,0.073103,0.072545,0.072545,0.056705,86934400
3/11/1982,0.072545,0.073661,0.072545,0.072545,0.056705,22579200
3/12/1982,0.068638,0.068638,0.06808,0.06808,0.053215,46547200
3/15/1982,0.06808,0.06808,0.067522,0.067522,0.052778,51363200
3/16/1982,0.066964,0.066964,0.066406,0.066406,0.051906,47152000
3/17/1982,0.063616,0.063616,0.063058,0.063058,0.049289,50489600
3/18/1982,0.06808,0.068638,0.06808,0.06808,0.053215,56336000
3/19/1982,0.074219,0.074777,0.074219,0.074219,0.058013,65811200
3/22/1982,0.079799,0.080357,0.079799,0.079799,0.062375,69193600
3/23/1982,0.079241,0.079241,0.078683,0.078683,0.061503,55955200
3/24/1982,0.074777,0.074777,0.074219,0.074219,0.058013,51609600
3/25/1982,0.074219,0.074219,0.073661,0.073661,0.057577,84112000
3/26/1982,0.073103,0.073103,0.072545,0.072545,0.056705,50780800
3/29/1982,0.074219,0.074777,0.074219,0.074219,0.058013,67603200
3/30/1982,0.075335,0.075893,0.075335,0.075335,0.058886,77952000
3/31/1982,0.075335,0.075893,0.075335,0.075335,0.058886,50153600
4/1/1982,0.079241,0.079799,0.079241,0.079241,0.061939,59136000
4/2/1982,0.079241,0.079799,0.079241,0.079241,0.061939,84806400
4/5/1982,0.079241,0.079799,0.079241,0.079241,0.061939,86643200
4/6/1982,0.079241,0.079241,0.078683,0.078683,0.061503,71590400
4/7/1982,0.078125,0.078125,0.077567,0.077567,0.06063,29097600
4/8/1982,0.078125,0.078683,0.078125,0.078125,0.061066,23990400
4/12/1982,0.078125,0.078683,0.077567,0.077567,0.06063,44307200
4/13/1982,0.071987,0.071987,0.071429,0.071429,0.055832,85299200
4/14/1982,0.071987,0.072545,0.071987,0.071987,0.056269,113590400
4/15/1982,0.073103,0.073661,0.073103,0.073103,0.057141,164281600
4/16/1982,0.075335,0.075893,0.075335,0.075335,0.058886,104048000
4/19/1982,0.074777,0.074777,0.073661,0.073661,0.057577,41283200
4/20/1982,0.070871,0.070871,0.070313,0.070313,0.05496,80550400
4/21/1982,0.070313,0.070313,0.069754,0.069754,0.054523,73024000
4/22/1982,0.069196,0.069196,0.068638,0.068638,0.053651,52595200
4/23/1982,0.068638,0.069196,0.068638,0.068638,0.053651,48294400
4/26/1982,0.070313,0.070871,0.070313,0.070313,0.05496,57926400
4/27/1982,0.068638,0.068638,0.06808,0.06808,0.053215,70268800
4/28/1982,0.065848,0.065848,0.06529,0.06529,0.051034,99232000
4/29/1982,0.06529,0.065848,0.06529,0.06529,0.051034,82230400
4/30/1982,0.065848,0.066406,0.065848,0.065848,0.05147,277401600
5/3/1982,0.06808,0.068638,0.06808,0.06808,0.053215,82700800
5/4/1982,0.070313,0.070871,0.070313,0.070313,0.05496,73987200
5/5/1982,0.070313,0.070313,0.069196,0.069196,0.054087,53939200
5/6/1982,0.071429,0.071987,0.071429,0.071429,0.055832,75465600
5/7/1982,0.072545,0.073103,0.072545,0.072545,0.056705,84716800
5/10/1982,0.071987,0.071987,0.071429,0.071429,0.055832,31606400
5/11/1982,0.069754,0.069754,0.069196,0.069196,0.054087,103017600
5/12/1982,0.06808,0.06808,0.067522,0.067522,0.052778,71008000
5/13/1982,0.06808,0.068638,0.06808,0.06808,0.053215,54454400
5/14/1982,0.066406,0.066406,0.06529,0.06529,0.051034,95737600
5/17/1982,0.064732,0.064732,0.064174,0.064174,0.050162,76204800
5/18/1982,0.063616,0.063616,0.063058,0.063058,0.049289,122035200
5/19/1982,0.063058,0.063058,0.0625,0.0625,0.048853,75286400
5/20/1982,0.063058,0.063616,0.063058,0.063058,0.049289,27619200
5/21/1982,0.063616,0.064174,0.063616,0.063616,0.049725,38841600
5/24/1982,0.064174,0.064732,0.064174,0.064174,0.050162,31987200
5/25/1982,0.064174,0.064732,0.064174,0.064174,0.050162,51564800
5/26/1982,0.064174,0.064174,0.063616,0.063616,0.049725,43276800
5/27/1982,0.063058,0.063058,0.0625,0.0625,0.048853,31248000
5/28/1982,0.0625,0.063058,0.0625,0.0625,0.048853,19196800
6/1/1982,0.061942,0.061942,0.061384,0.061384,0.047981,47600000
6/2/1982,0.0625,0.063058,0.0625,0.0625,0.048853,32905600
6/3/1982,0.061384,0.061384,0.060268,0.060268,0.047108,39760000
6/4/1982,0.059152,0.059152,0.058594,0.058594,0.0458,37676800
6/7/1982,0.058594,0.059152,0.058594,0.058594,0.0458,37161600
6/8/1982,0.058594,0.058594,0.058036,0.058036,0.045364,31404800
6/9/1982,0.057478,0.057478,0.05692,0.05692,0.044491,33846400
6/10/1982,0.057478,0.058036,0.057478,0.057478,0.044928,34406400
6/11/1982,0.05971,0.060268,0.05971,0.05971,0.046672,54633600
6/14/1982,0.05971,0.060268,0.05971,0.05971,0.046672,29993600
6/15/1982,0.05971,0.060268,0.05971,0.05971,0.046672,35212800
6/16/1982,0.05971,0.060268,0.05971,0.05971,0.046672,41731200
6/17/1982,0.059152,0.059152,0.058594,0.058594,0.0458,29164800
6/18/1982,0.058594,0.058594,0.057478,0.057478,0.044928,19868800
6/21/1982,0.057478,0.058036,0.057478,0.057478,0.044928,28537600
6/22/1982,0.05971,0.060826,0.05971,0.05971,0.046672,17561600
6/23/1982,0.061384,0.0625,0.061384,0.061384,0.047981,52752000
6/24/1982,0.061384,0.061942,0.061384,0.061384,0.047981,44150400
